Response ID,Survey date,Region,Branch,Staff member,Staff role,Interaction type,Behaviour item order,Behaviour statement,Behaviour score,Behaviour agreement rating,Behaviour agreement group,NPS score,NPS group,Satisfaction score,Satisfaction group,Dataset label,Low-volume warning flag
VOM-SYN-0001,2026-04-01,Fraser Valley,Branch F,Staff L,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",4,Somewhat agree,Agree,8,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0001,2026-04-01,Fraser Valley,Branch F,Staff L,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",3,Neither agree nor disagree,Neutral,8,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0001,2026-04-01,Fraser Valley,Branch F,Staff L,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,5,Strongly agree,Agree,8,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0001,2026-04-01,Fraser Valley,Branch F,Staff L,Member Service Representative,Service,6,They made it easy for me to get what I needed.,5,Strongly agree,Agree,8,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0110,2026-06-02,Island & Coastal,Branch G,Staff M,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,3,Neither agree nor disagree,Neutral,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0110,2026-06-02,Island & Coastal,Branch G,Staff M,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,2,Somewhat disagree,Disagree,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0110,2026-06-02,Island & Coastal,Branch G,Staff M,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",3,Neither agree nor disagree,Neutral,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0110,2026-06-02,Island & Coastal,Branch G,Staff M,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",2,Somewhat disagree,Disagree,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0110,2026-06-02,Island & Coastal,Branch G,Staff M,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,3,Neither agree nor disagree,Neutral,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0110,2026-06-02,Island & Coastal,Branch G,Staff M,Member Service Representative,Service,6,They made it easy for me to get what I needed.,3,Neither agree nor disagree,Neutral,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0006,2026-04-04,Metro North,Branch B,Staff C,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,1,Strongly disagree,Disagree,6,Detractor,1,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0006,2026-04-04,Metro North,Branch B,Staff C,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,1,Strongly disagree,Disagree,6,Detractor,1,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0006,2026-04-04,Metro North,Branch B,Staff C,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",1,Strongly disagree,Disagree,6,Detractor,1,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0006,2026-04-04,Metro North,Branch B,Staff C,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",1,Strongly disagree,Disagree,6,Detractor,1,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0006,2026-04-04,Metro North,Branch B,Staff C,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,1,Strongly disagree,Disagree,6,Detractor,1,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0006,2026-04-04,Metro North,Branch B,Staff C,Member Service Representative,Service,6,They made it easy for me to get what I needed.,1,Strongly disagree,Disagree,6,Detractor,1,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0060,2026-05-06,Metro North,Branch A,Staff A,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,8,Passive,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0060,2026-05-06,Metro North,Branch A,Staff A,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,4,Somewhat agree,Agree,8,Passive,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0060,2026-05-06,Metro North,Branch A,Staff A,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",5,Strongly agree,Agree,8,Passive,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0060,2026-05-06,Metro North,Branch A,Staff A,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",5,Strongly agree,Agree,8,Passive,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0060,2026-05-06,Metro North,Branch A,Staff A,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,5,Strongly agree,Agree,8,Passive,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0060,2026-05-06,Metro North,Branch A,Staff A,Member Service Representative,Service,6,They made it easy for me to get what I needed.,5,Strongly agree,Agree,8,Passive,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0053,2026-05-01,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0053,2026-05-01,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,3,Neither agree nor disagree,Neutral,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0053,2026-05-01,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0053,2026-05-01,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0053,2026-05-01,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0053,2026-05-01,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,6,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0130,2026-06-13,Metro North,Branch A,Staff B,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0130,2026-06-13,Metro North,Branch A,Staff B,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0130,2026-06-13,Metro North,Branch A,Staff B,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0130,2026-06-13,Metro North,Branch A,Staff B,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0130,2026-06-13,Metro North,Branch A,Staff B,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0130,2026-06-13,Metro North,Branch A,Staff B,Member Service Representative,Service,6,They made it easy for me to get what I needed.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0087,2026-05-25,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0087,2026-05-25,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0087,2026-05-25,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0087,2026-05-25,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0087,2026-05-25,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0087,2026-05-25,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,6,They made it easy for me to get what I needed.,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0143,2026-06-18,Metro South,Branch D,Staff H,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0143,2026-06-18,Metro South,Branch D,Staff H,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0143,2026-06-18,Metro South,Branch D,Staff H,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0143,2026-06-18,Metro South,Branch D,Staff H,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0143,2026-06-18,Metro South,Branch D,Staff H,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0143,2026-06-18,Metro South,Branch D,Staff H,Member Service Representative,Service,6,They made it easy for me to get what I needed.,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0071,2026-05-14,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,2,Somewhat disagree,Disagree,6,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0071,2026-05-14,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,3,Neither agree nor disagree,Neutral,6,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0071,2026-05-14,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",3,Neither agree nor disagree,Neutral,6,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0071,2026-05-14,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",2,Somewhat disagree,Disagree,6,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0071,2026-05-14,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,2,Somewhat disagree,Disagree,6,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0071,2026-05-14,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,6,They made it easy for me to get what I needed.,2,Somewhat disagree,Disagree,6,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0136,2026-06-16,Metro North,Branch A,Staff A,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0136,2026-06-16,Metro North,Branch A,Staff A,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0136,2026-06-16,Metro North,Branch A,Staff A,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",2,Somewhat disagree,Disagree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0136,2026-06-16,Metro North,Branch A,Staff A,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",4,Somewhat agree,Agree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0136,2026-06-16,Metro North,Branch A,Staff A,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0136,2026-06-16,Metro North,Branch A,Staff A,Member Service Representative,Service,6,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0026,2026-04-12,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,1,Strongly disagree,Disagree,4,Detractor,1,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0026,2026-04-12,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,1,Strongly disagree,Disagree,4,Detractor,1,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0026,2026-04-12,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",1,Strongly disagree,Disagree,4,Detractor,1,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0026,2026-04-12,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",1,Strongly disagree,Disagree,4,Detractor,1,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0026,2026-04-12,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,1,Strongly disagree,Disagree,4,Detractor,1,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0026,2026-04-12,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,6,They made it easy for me to get what I needed.,1,Strongly disagree,Disagree,4,Detractor,1,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0076,2026-05-16,Metro North,Branch B,Staff D,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0076,2026-05-16,Metro North,Branch B,Staff D,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,2,Somewhat disagree,Disagree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0076,2026-05-16,Metro North,Branch B,Staff D,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",2,Somewhat disagree,Disagree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0076,2026-05-16,Metro North,Branch B,Staff D,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",4,Somewhat agree,Agree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0076,2026-05-16,Metro North,Branch B,Staff D,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0076,2026-05-16,Metro North,Branch B,Staff D,Member Service Representative,Service,6,They made it easy for me to get what I needed.,3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0028,2026-04-13,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0028,2026-04-13,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,4,Somewhat agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0028,2026-04-13,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",5,Strongly agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0028,2026-04-13,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",5,Strongly agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0028,2026-04-13,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0028,2026-04-13,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,6,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0104,2026-05-31,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0104,2026-05-31,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,4,Somewhat agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0104,2026-05-31,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",5,Strongly agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0104,2026-05-31,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",3,Neither agree nor disagree,Neutral,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0104,2026-05-31,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0104,2026-05-31,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,6,They made it easy for me to get what I needed.,3,Neither agree nor disagree,Neutral,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0111,2026-06-02,Metro South,Branch C,Staff F,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,3,Neither agree nor disagree,Neutral,7,Passive,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0111,2026-06-02,Metro South,Branch C,Staff F,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,2,Somewhat disagree,Disagree,7,Passive,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0111,2026-06-02,Metro South,Branch C,Staff F,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",3,Neither agree nor disagree,Neutral,7,Passive,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0111,2026-06-02,Metro South,Branch C,Staff F,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",1,Strongly disagree,Disagree,7,Passive,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0111,2026-06-02,Metro South,Branch C,Staff F,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,1,Strongly disagree,Disagree,7,Passive,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0111,2026-06-02,Metro South,Branch C,Staff F,Member Service Representative,Service,6,They made it easy for me to get what I needed.,2,Somewhat disagree,Disagree,7,Passive,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0064,2026-05-09,Metro North,Branch A,Staff A,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,3,Neither agree nor disagree,Neutral,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0064,2026-05-09,Metro North,Branch A,Staff A,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0064,2026-05-09,Metro North,Branch A,Staff A,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",3,Neither agree nor disagree,Neutral,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0064,2026-05-09,Metro North,Branch A,Staff A,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",5,Strongly agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0064,2026-05-09,Metro North,Branch A,Staff A,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0064,2026-05-09,Metro North,Branch A,Staff A,Member Service Representative,Service,6,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0105,2026-05-31,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0105,2026-05-31,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,5,Strongly agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0105,2026-05-31,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",4,Somewhat agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0105,2026-05-31,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",4,Somewhat agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0105,2026-05-31,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0105,2026-05-31,Fraser Valley,Branch F,Staff K,Member Service Representative,Service,6,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,9,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0149,2026-06-20,Metro North,Branch B,Staff D,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0149,2026-06-20,Metro North,Branch B,Staff D,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,3,Neither agree nor disagree,Neutral,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0149,2026-06-20,Metro North,Branch B,Staff D,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",5,Strongly agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0149,2026-06-20,Metro North,Branch B,Staff D,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",4,Somewhat agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0149,2026-06-20,Metro North,Branch B,Staff D,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0149,2026-06-20,Metro North,Branch B,Staff D,Member Service Representative,Service,6,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0017,2026-04-08,Metro South,Branch D,Staff H,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0017,2026-04-08,Metro South,Branch D,Staff H,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0017,2026-04-08,Metro South,Branch D,Staff H,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0017,2026-04-08,Metro South,Branch D,Staff H,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0017,2026-04-08,Metro South,Branch D,Staff H,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0017,2026-04-08,Metro South,Branch D,Staff H,Member Service Representative,Service,6,They made it easy for me to get what I needed.,2,Somewhat disagree,Disagree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0091,2026-05-26,Metro North,Branch A,Staff B,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,4,Detractor,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0091,2026-05-26,Metro North,Branch A,Staff B,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,3,Neither agree nor disagree,Neutral,4,Detractor,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0091,2026-05-26,Metro North,Branch A,Staff B,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",3,Neither agree nor disagree,Neutral,4,Detractor,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0091,2026-05-26,Metro North,Branch A,Staff B,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",3,Neither agree nor disagree,Neutral,4,Detractor,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0091,2026-05-26,Metro North,Branch A,Staff B,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,5,Strongly agree,Agree,4,Detractor,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0091,2026-05-26,Metro North,Branch A,Staff B,Member Service Representative,Service,6,They made it easy for me to get what I needed.,3,Neither agree nor disagree,Neutral,4,Detractor,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0003,2026-04-03,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,2,Somewhat disagree,Disagree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
